No. de documento,Revisión,Título,Tipo,,Estatus,Archivo,Fecha del hito,Fecha prevista de envío,Creado por,Notas adicionales,Adherencia Metodologica,Area Emisora,Código División,Código/Nombre Alternativo,Emisor/Origen,Especialidad,Estatus de Revisión,Fase,Gerencia/API,Nro. de Contrato,Proveedor,Rendición,Tipo de Documento,WBS,Sustituir,PathdeArchivo,enviado,procesado,peso,fecha_inicio,fecha_termino,existe_doc,Version
4600021391-03310-TOPCL-00055,0,6.4,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96917376.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd96917376.pdf,,,,,,,14
4600021391-03310-TOPCL-00056,0,6.0 DOCUMENTOS DE CALIDAD,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96919707.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd96919707.pdf,,,,,,,14
4600021391-03310-TOPCL-00057,0,7.1,Documento Externo,PARA INFORMACION,Emitido para información,09024abd9691a132.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd9691a132.pdf,,,,,,,14
4600021391-03310-TOPCL-00058,0,7.2,Documento Externo,PARA INFORMACION,Emitido para información,09024abd9691a719.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd9691a719.pdf,,,,,,,14
4600021391-03310-TOPCL-00059,0,7.3,Documento Externo,PARA INFORMACION,Emitido para información,09024abd9691f001.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd9691f001.pdf,,,,,,,14
4600021391-03310-TOPCL-00060,0,7.4 LISTA DE MANUALES,Documento Externo,PARA INFORMACION,Emitido para información,09024abd9691f85f.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd9691f85f.pdf,,,,,,,14
4600021391-03310-TOPCL-00061,0,7.0 DOCUMENTOS DEL VENDOR,Documento Externo,PARA INFORMACION,Emitido para información,09024abd9691fead.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd9691fead.pdf,,,,,,,14
4600021391-03310-TOPCL-00062,0,8.0,Documento Externo,PARA INFORMACION,Emitido para información,09024abd9692754f.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd9692754f.pdf,,,,,,,14
4600021391-03310-TOPCL-00063,0,9.0 LISTADO TRANSFERENCIA LLAVES Y OTROS ELEMENTOS,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96927878.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd96927878.pdf,,,,,,,14
4600021391-03310-TOPCL-00064,0,9.1,Documento Externo,PARA INFORMACION,Emitido para información,09024abd9692814b.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd9692814b.pdf,,,,,,,14
4600021391-03310-TOPCL-00065,0,9.2,Documento Externo,PARA INFORMACION,Emitido para información,09024abd969790ef.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd969790ef.pdf,,,,,,,14
4600021391-03310-TOPCL-00066,0,9.3,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96979dc2.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd96979dc2.pdf,,,,,,,14
4600021391-03310-TOPCL-00067,0,9.4,Documento Externo,PARA INFORMACION,Emitido para información,09024abd9697a656.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd9697a656.pdf,,,,,,,14
4600021391-03310-TOPCL-00068,0,RECOMENDACIONES,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96988d81.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd96988d81.pdf,,,,,,,14
4600021391-03310-TOPCL-00069,0,11.1 Modelos y planos del Subsistema,Documento Externo,PARA INFORMACION,Emitido para información,09024abd9698c082.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd9698c082.pdf,,,,,,,14
4600021391-03310-TOPCL-00070,0,11.0 LISTA DE DOCUMENTOS DE INGENIERIA,Documento Externo,PARA INFORMACION,Emitido para información,09024abd9698d507.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd9698d507.pdf,,,,,,,14
4600021391-03310-TOPCL-00071,0,1.1 CARTA ENTREGA PROVISORIA FIRMADA_BODEGA GASES,Documento Externo,PARA INFORMACION,Emitido para información,09024abd9699b34c.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd9699b34c.pdf,,,,,,,14
4600021391-03310-TOPCL-00072,0,1.0 ENTREGA DE SISTEMASUBSISTEMA,Documento Externo,PARA INFORMACION,Emitido para información,09024abd9699f264.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd9699f264.pdf,,,,,,,14
4600021391-03310-TOPCL-00073,0,"
2.0 DESCRIPCION DEL SISTEMA-SUBSISTEMA
",Documento Externo,PARA INFORMACION,Emitido para información,09024abd969c711c.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd969c711c.pdf,,,,,,,14
4600021391-03310-TOPCL-00074,0,CARTA ENTREGA PROVISORIA FIRMADA_BODEGA 18 MOD,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a3f861.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a3f861.pdf,,,,,,,14
4600021391-03310-TOPCL-00075,0,REPORTE DETALLE DE TERMINACIONES,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a43589.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a43589.pdf,,,,,,,14
4600021391-03310-TOPCL-00076,0,ACTAS CAMINATAS,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a45c6d.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a45c6d.pdf,,,,,,,14
4600021391-03310-TOPCL-00077,0,1.0 ENTREGA DE SISTEMASUBSISTEMA,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a4609f.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a4609f.pdf,,,,,,,14
4600021391-03310-TOPCL-00078,0,2.0 DESCRIPCION DEL SISTEMA-SUBSISTEMA,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a4688c.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a4688c.pdf,,,,,,,14
4600021391-03310-TOPCL-00079,0,DESCRIPCION DEL SUBSISTEMA,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a468fe.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a468fe.pdf,,,,,,,14
4600021391-03310-TOPCL-00080,0,"
3.0 PLANO IDENTIFICACION DEL SUBSISTEMA
",Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a477d1.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a477d1.pdf,,,,,,,14
4600021391-03310-TOPCL-00081,0,4.1 MINERÍA,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a47e65.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a47e65.pdf,,,,,,,14
4600021391-03310-TOPCL-00082,0,4.2,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a489f8.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a489f8.pdf,,,,,,,14
4600021391-03310-TOPCL-00083,0,4.4,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a494e5.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a494e5.pdf,,,,,,,14
4600021391-03310-TOPCL-00084,0,4600017861-029-06117-001AR-00001_(Rev. 0)_RL1,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a4c304.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a4c304.pdf,,,,,,,14
4600021391-03310-TOPCL-00085,0,4600017861-029-06117-201AR-00002_(Rev. 0)_RL1 REV ITO,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a4c378.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a4c378.pdf,,,,,,,14
4600021391-03310-TOPCL-00086,0,4600017861-029-06117-201AR-00003_(Rev. 0)_RL1  REV ITO,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a4c3cc.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a4c3cc.pdf,,,,,,,14
4600021391-03310-TOPCL-00087,0,4600017861-029-06117-201AR-00003_(Rev. 0)_RL1,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a4c447.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a4c447.pdf,,,,,,,14
4600021391-03310-TOPCL-00088,0,4600017861-029-06117-201AR-00001_(Rev. 0)_RL1 REV-1 ITO,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a4c4a9.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a4c4a9.pdf,,,,,,,14
4600021391-03310-TOPCL-00089,0,4600017861-029-06117-201AR-00001_(Rev. 0)_RL1,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a4c933.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a4c933.pdf,,,,,,,14
4600021391-03310-TOPCL-00090,0,4600017861-029-06117-201AR-00004 REV ITO,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a4c9b5.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a4c9b5.pdf,,,,,,,14
4600021391-03310-TOPCL-00091,0,4600017861-029-06117-201AR-00004_(Rev. 0)_RL1,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a4ca20.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a4ca20.pdf,,,,,,,14
4600021391-03310-TOPCL-00092,0,4600017861-029-06117-300AR-00001_(Rev.0)_RL1,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96a4ca83.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,06117 - BODEGA ABASTECIMIENTO,CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,06117 - BODEGA ABASTECIMIENTO,,F:\CL - CALIDAD\09024abd96a4ca83.pdf,,,,,,,14
